08-21 11:49:47.831 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:47.831, Living Map - WiFi A (5GHz), 3497f601b7ac, -48
08-21 11:49:52.756 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:52.755, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:49:57.660 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:57.659, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:50:02.535 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:02.535, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:50:07.437 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:07.436, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:50:12.343 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:12.343, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
    WIFI OUTPUT: 2018-08-21T11:50:17.237, Living Map - WiFi A (5GHz), 3497f601b7ac, -55
08-21 11:50:22.128 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:22.127, Living Map - WiFi A (5GHz), 3497f601b7ac, -56
08-21 11:50:27.054 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:27.053, Living Map - WiFi A (5GHz), 3497f601b7ac, -49
08-21 11:50:31.980 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:31.978, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:50:36.943 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:36.942, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:50:41.848 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:41.848, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:50:46.773 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:50:46.771, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
